7,4
2,3
0,0
7,7
6,8
4,4
4,1
5,5
4,6
6,7
8,8
5,8
8,2
4,7
3,3
0,9
9,0
6,3
2,1
9,1
8,4
7,8
2,6
5,7
8,1
9,3
0,4
2,9
5,9
9,5
9,4
3,9
6,6
2,8
0,3
5,3
4,2
2,5
1,5
7,5
5,4
1,3
3,6
1,9
9,7
3,1
8,7
7,0
6,0
0,8
6,2
9,8
4,0
7,1
6,4
1,6
7,3
8,6
9,9
8,9
4,9
0,2
### Fin de la partie ###

